txn_id,customer_id,txn_type,invoice_number,txn_date,due_date,amount,applied_to_invoice,currency,status
TXN-000346,CUST-025,invoice,INV-100211,2026-04-12,2026-06-11,4710.98,,USD,open
TXN-000090,CUST-007,invoice,INV-100055,2026-04-12,2026-05-27,2515.73,,USD,open
TXN-000224,CUST-016,invoice,INV-100138,2026-04-12,2026-04-27,74568.87,,USD,open
TXN-000146,CUST-011,invoice,INV-100089,2026-04-14,2026-05-29,36023.52,,USD,open
TXN-000424,CUST-034,invoice,INV-970100,2026-04-16,2026-05-16,10000.0,,USD,partial
TXN-000248,CUST-018,payment,,2026-04-16,,-16595.49,INV-100152,USD,applied
TXN-000421,CUST-031,invoice,INV-970100,2026-04-16,2026-05-31,12000.0,,USD,open
TXN-000168,CUST-012,invoice,INV-100104,2026-04-17,2026-06-01,11871.96,,USD,open
TXN-000229,CUST-017,writeoff,,2026-04-18,,-20233.83,INV-100140,USD,written_off
TXN-000064,CUST-005,payment,,2026-04-18,,-3553.29,INV-100037,USD,applied
TXN-000374,CUST-027,invoice,INV-100228,2026-04-19,2026-06-18,5934.31,,USD,open
TXN-000376,CUST-027,invoice,INV-100229,2026-04-19,2026-06-18,577.21,,USD,open
TXN-000336,CUST-024,invoice,INV-100206,2026-04-20,2026-05-05,6366.19,,USD,open
TXN-000194,CUST-014,invoice,INV-100119,2026-04-21,2026-05-21,6477.3,,USD,open
TXN-000436,CUST-039,invoice,INV-100265,2026-04-21,2026-06-20,4200.0,,USD,open
TXN-000179,CUST-013,invoice,INV-100110,2026-04-22,2026-06-06,11960.47,,USD,open
TXN-000232,CUST-017,invoice,INV-100143,2026-04-23,2026-06-07,12566.23,,USD,open
TXN-000266,CUST-019,invoice,INV-100163,2026-04-24,2026-05-09,9576.15,,USD,open
TXN-000151,CUST-011,invoice,INV-100092,2026-04-24,2026-06-08,9248.06,,USD,open
TXN-000049,CUST-004,invoice,INV-100029,2026-04-25,2026-06-09,20636.11,,USD,open
TXN-000309,CUST-022,invoice,INV-100189,2026-04-25,2026-06-09,6352.79,,USD,open
TXN-000298,CUST-021,invoice,INV-100183,2026-04-27,2026-06-11,17224.73,,USD,open
TXN-000326,CUST-024,invoice,INV-100200,2026-04-27,2026-05-12,4329.87,,USD,open
TXN-000337,CUST-024,payment,,2026-04-28,,-6366.19,INV-100206,USD,applied
TXN-000256,CUST-018,invoice,INV-100158,2026-04-28,2026-05-28,18001.31,,USD,open
TXN-000150,CUST-011,payment,,2026-04-28,,-7443.25,INV-100091,USD,applied
TXN-000225,CUST-016,payment,,2026-04-28,,-28535.67,INV-100138,USD,applied
TXN-000397,CUST-028,invoice,INV-100242,2026-04-30,2026-05-15,1466.24,,USD,open
TXN-000237,CUST-017,payment,,2026-04-30,,-17324.74,INV-100146,USD,applied
TXN-000342,CUST-025,invoice,INV-100209,2026-05-01,2026-06-30,80494.46,,USD,open
TXN-000123,CUST-009,invoice,INV-100076,2026-05-01,2026-06-30,1259.84,,USD,open
TXN-000184,CUST-013,payment,,2026-05-03,,-6160.13,INV-100112,USD,applied
TXN-000233,CUST-017,payment,,2026-05-03,,-12566.23,INV-100143,USD,applied
TXN-000141,CUST-011,invoice,INV-100086,2026-05-04,2026-06-18,19827.48,,USD,open
TXN-000098,CUST-008,invoice,INV-100060,2026-05-05,2026-06-04,7063.06,,USD,open
TXN-000414,CUST-030,credit_memo,,2026-05-05,,-138.29,INV-100252,USD,applied
TXN-000300,CUST-021,credit_memo,,2026-05-06,,-867.29,INV-100184,USD,applied
TXN-000257,CUST-018,payment,,2026-05-07,,-11407.18,INV-100158,USD,applied
TXN-000187,CUST-013,payment,,2026-05-07,,-14268.95,INV-100114,USD,applied
TXN-000092,CUST-007,invoice,INV-100056,2026-05-07,2026-06-21,6240.76,,USD,open
TXN-000048,CUST-004,payment,,2026-05-08,,-19526.68,INV-100028,USD,applied
TXN-000197,CUST-014,payment,,2026-05-08,,-12341.03,INV-100120,USD,applied
TXN-000405,CUST-029,invoice,INV-100247,2026-05-09,2026-07-08,9255.35,,USD,open
TXN-000120,CUST-009,invoice,INV-100074,2026-05-09,2026-07-08,21783.06,,USD,open
TXN-000283,CUST-020,invoice,INV-100173,2026-05-10,2026-06-09,4927.32,,USD,open
TXN-000388,CUST-028,invoice,INV-100237,2026-05-10,2026-05-25,40258.06,,USD,open
TXN-000091,CUST-007,payment,,2026-05-11,,-799.34,INV-100055,USD,applied
TXN-000438,CUST-040,invoice,INV-100267,2026-05-11,2026-06-25,3000.0,,USD,open
TXN-000430,CUST-036,invoice,INV-100262,2026-05-11,2026-06-10,5000.0,,USD,open
TXN-000027,CUST-002,writeoff,,2026-05-12,,-5428.72,INV-100016,USD,written_off
TXN-000155,CUST-012,invoice,INV-100095,2026-05-12,2026-06-26,3228.2,,USD,open
TXN-000103,CUST-008,invoice,INV-100063,2026-05-12,2026-06-11,18768.04,,USD,open
TXN-000181,CUST-013,invoice,INV-100111,2026-05-13,2026-06-27,5161.75,,USD,open
TXN-000195,CUST-014,payment,,2026-05-13,,-6477.3,INV-100119,USD,applied
TXN-000170,CUST-012,invoice,INV-100105,2026-05-14,2026-06-28,58225.38,,USD,open
TXN-000406,CUST-029,invoice,INV-100248,2026-05-14,2026-07-13,32151.41,,USD,open
TXN-000310,CUST-022,payment,,2026-05-16,,-1754.88,INV-100189,USD,applied
TXN-000375,CUST-027,payment,,2026-05-16,,-5934.31,INV-100228,USD,applied
TXN-000297,CUST-021,invoice,INV-100182,2026-05-18,2026-07-02,5784.72,,USD,open
TXN-000419,CUST-030,invoice,INV-100256,2026-05-19,2026-06-18,13400.37,,USD,open
TXN-000287,CUST-021,invoice,INV-100176,2026-05-20,2026-07-04,1296.27,,USD,open
TXN-000407,CUST-029,payment,,2026-05-20,,-32151.41,INV-100248,USD,applied
TXN-000031,CUST-003,invoice,INV-100019,2026-05-20,2026-06-19,15621.53,,USD,open
TXN-000130,CUST-010,invoice,INV-100080,2026-05-21,2026-06-20,74546.22,,USD,open
TXN-000398,CUST-028,payment,,2026-05-22,,-1466.24,INV-100242,USD,applied
TXN-000339,CUST-025,payment,,2026-05-22,,-429.44,INV-100207,USD,applied
TXN-000100,CUST-008,invoice,INV-100061,2026-05-23,2026-06-22,19636.87,,USD,open
TXN-000327,CUST-024,payment,,2026-05-24,,-2698.54,INV-100200,USD,applied
TXN-000377,CUST-027,payment,,2026-05-25,,-577.21,INV-100229,USD,applied
TXN-000050,CUST-004,payment,,2026-05-25,,-20636.11,INV-100029,USD,applied
TXN-000147,CUST-011,credit_memo,,2026-05-25,,-2077.05,INV-100089,USD,applied
TXN-000379,CUST-027,invoice,INV-100231,2026-05-27,2026-07-26,18466.63,,USD,open
TXN-000005,CUST-001,invoice,INV-100003,2026-05-28,2026-07-12,21517.44,,USD,open
TXN-000220,CUST-016,invoice,INV-100136,2026-05-28,2026-06-12,16632.75,,USD,open
TXN-000318,CUST-023,invoice,INV-100194,2026-05-29,2026-07-28,64169.97,,USD,open
TXN-000392,CUST-028,invoice,INV-100239,2026-05-30,2026-06-14,13277.33,,USD,open
TXN-000384,CUST-028,invoice,INV-100235,2026-05-31,2026-06-15,5071.19,,USD,open
TXN-000435,CUST-038,payment,,2026-05-31,,-7500.0,INV-100264,USD,applied
TXN-000369,CUST-027,invoice,INV-100225,2026-05-31,2026-07-30,20466.44,,USD,open
TXN-000389,CUST-028,payment,,2026-06-01,,-25223.72,INV-100237,USD,applied
TXN-000078,CUST-006,invoice,INV-100045,2026-06-02,2026-06-17,12132.83,,USD,open
TXN-000231,CUST-017,invoice,INV-100142,2026-06-03,2026-07-18,19263.71,,USD,open
TXN-000275,CUST-019,invoice,INV-100169,2026-06-03,2026-06-18,7249.84,,USD,open
TXN-000180,CUST-013,payment,,2026-06-03,,-11960.47,INV-100110,USD,applied
TXN-000093,CUST-007,invoice,INV-100057,2026-06-03,2026-07-18,8384.43,,USD,open
TXN-000172,CUST-013,invoice,INV-100106,2026-06-04,2026-07-19,18271.3,,USD,open
TXN-000108,CUST-008,invoice,INV-100067,2026-06-05,2026-07-05,12016.96,,USD,open
TXN-000393,CUST-028,payment,,2026-06-05,,-13277.33,INV-100239,USD,applied
TXN-000116,CUST-009,payment,,2026-06-05,,-19000.33,INV-100071,USD,applied
TXN-000087,CUST-007,invoice,INV-100052,2026-06-05,2026-07-20,5392.38,,USD,open
TXN-000385,CUST-028,payment,,2026-06-06,,-1513.89,INV-100235,USD,applied
TXN-000319,CUST-023,invoice,INV-100195,2026-06-07,2026-08-06,13890.21,,USD,open
TXN-000032,CUST-003,payment,,2026-06-07,,-15621.53,INV-100019,USD,applied
TXN-000234,CUST-017,invoice,INV-100144,2026-06-08,2026-07-23,11229.78,,USD,open
TXN-000099,CUST-008,payment,,2026-06-09,,-7063.06,INV-100060,USD,applied
TXN-000154,CUST-011,invoice,INV-100094,2026-06-09,2026-07-24,6301.19,,USD,open
TXN-000124,CUST-009,payment,,2026-06-09,,-504.55,INV-100076,USD,applied
TXN-000425,CUST-034,payment,,2026-06-10,,-6500.0,INV-970100,USD,applied
TXN-000109,CUST-008,payment,,2026-06-10,,-12016.96,INV-100067,USD,applied
TXN-000169,CUST-012,payment,,2026-06-11,,-11871.96,INV-100104,USD,applied
TXN-000131,CUST-010,payment,,2026-06-11,,-74546.22,INV-100080,USD,applied
TXN-000269,CUST-019,invoice,INV-100165,2026-06-11,2026-06-26,18922.82,,USD,open
TXN-000235,CUST-017,invoice,INV-100145,2026-06-12,2026-07-27,40692.58,,USD,open
TXN-000143,CUST-011,writeoff,,2026-06-12,,-18736.68,INV-100087,USD,written_off
TXN-000328,CUST-024,invoice,INV-100201,2026-06-13,2026-06-28,6455.61,,USD,open
TXN-000162,CUST-012,invoice,INV-100100,2026-06-13,2026-07-28,6557.09,,USD,open
TXN-000033,CUST-003,invoice,INV-100020,2026-06-14,2026-07-14,18822.35,,USD,open
TXN-000241,CUST-017,invoice,INV-100149,2026-06-14,2026-07-29,3046.32,,USD,open
TXN-000433,CUST-037,payment,,2026-06-15,,-2500.0,,USD,unapplied
TXN-000343,CUST-025,payment,,2026-06-16,,-80494.46,INV-100209,USD,applied
TXN-000378,CUST-027,invoice,INV-100230,2026-06-16,2026-08-15,11954.03,,USD,open
TXN-000020,CUST-002,writeoff,,2026-06-18,,-11217.38,INV-100012,USD,written_off
TXN-000173,CUST-013,payment,,2026-06-19,,-18271.3,INV-100106,USD,applied
TXN-000206,CUST-015,invoice,INV-100126,2026-06-19,2026-08-03,16427.93,,USD,open
TXN-000182,CUST-013,payment,,2026-06-19,,-1356.99,INV-100111,USD,applied
TXN-000276,CUST-019,payment,,2026-06-19,,-3358.9,INV-100169,USD,applied
TXN-000429,CUST-035,payment,,2026-06-20,,-6000.0,INV-100261,USD,applied
TXN-000242,CUST-017,payment,,2026-06-20,,-1633.46,INV-100149,USD,applied
TXN-000428,CUST-035,payment,,2026-06-20,,-4000.0,INV-100260,USD,applied
TXN-000161,CUST-012,invoice,INV-100099,2026-06-20,2026-08-04,75651.6,,USD,open
TXN-000238,CUST-017,invoice,INV-100147,2026-06-20,2026-08-04,19798.74,,USD,open
TXN-000320,CUST-023,invoice,INV-100196,2026-06-20,2026-08-19,1561.99,,USD,open
TXN-000207,CUST-015,invoice,INV-100127,2026-06-21,2026-08-05,2213.97,,USD,open
TXN-000418,CUST-030,invoice,INV-100255,2026-06-21,2026-07-21,6578.45,,USD,open
TXN-000408,CUST-029,invoice,INV-100249,2026-06-22,2026-08-21,14952.05,,USD,open
TXN-000060,CUST-005,invoice,INV-100035,2026-06-24,2026-07-09,12238.72,,USD,open
TXN-000055,CUST-004,invoice,INV-100032,2026-06-24,2026-08-08,3589.81,,USD,open
TXN-000034,CUST-003,invoice,INV-100021,2026-06-24,2026-07-24,12159.31,,USD,open
TXN-000431,CUST-036,credit_memo,,2026-06-25,,-6000.0,INV-100262,USD,applied
TXN-000079,CUST-006,payment,,2026-06-25,,-7548.07,INV-100045,USD,applied
TXN-000171,CUST-012,payment,,2026-06-25,,-58225.38,INV-100105,USD,applied
TXN-000071,CUST-005,invoice,INV-100041,2026-06-27,2026-07-12,14511.1,,USD,open
TXN-000088,CUST-007,invoice,INV-100053,2026-06-27,2026-08-11,16440.54,,USD,open
TXN-000370,CUST-027,payment,,2026-06-27,,-20466.44,INV-100225,USD,applied
TXN-000221,CUST-016,credit_memo,,2026-06-27,,-3489.67,INV-100136,USD,applied
TXN-000362,CUST-026,invoice,INV-100221,2026-06-27,2026-08-26,9603.48,,USD,open
TXN-000439,CUST-040,credit_memo,,2026-06-28,,-8000.0,,USD,unapplied
TXN-000006,CUST-001,payment,,2026-06-30,,-21517.44,INV-100003,USD,applied
TXN-000437,CUST-039,invoice,INV-100266,2026-07-10,2026-09-08,9900.0,,USD,open
